순위,광역지자체명,기초지자체명,관광지명,기준연월,입장객수,
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202211,80081.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202212,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202301,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202302,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202303,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202304,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202305,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202306,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202307,0.0,751430.0
3,제주특별자치도,서귀포시,중문대포해안주상절리대,202308,0.0,751430.0
4,제주특별자치도,서귀포시,성산일출봉,202203,45357.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202204,59617.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202205,80116.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202206,63760.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202207,44473.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202208,52699.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202209,63857.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202210,100804.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202211,68087.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202212,49323.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202301,0.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202302,0.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202303,0.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202304,0.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202305,0.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202306,0.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202307,0.0,628093.0
4,제주특별자치도,서귀포시,성산일출봉,202308,0.0,628093.0
5,제주특별자치도,서귀포시,정방폭포,202203,41832.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202204,54871.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202205,64961.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202206,61734.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202207,54465.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202208,64324.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202209,52809.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202210,72176.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202211,51423.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202212,36267.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202301,0.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202302,0.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202303,0.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202304,0.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202305,0.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202306,0.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202307,0.0,554862.0
5,제주특별자치도,서귀포시,정방폭포,202308,0.0,554862.0
6,제주특별자치도,제주시,절물자연휴양림,202203,33062.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202204,53166.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202205,65897.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202206,63725.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202207,57380.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202208,64335.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202209,50511.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202210,76101.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202211,52044.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202212,25807.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202301,0.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202302,0.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202303,0.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202304,0.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202305,0.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202306,0.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202307,0.0,542028.0
6,제주특별자치도,제주시,절물자연휴양림,202308,0.0,542028.0
7,제주특별자치도,서귀포시,산방산,202203,45975.0,444639.0
7,제주특별자치도,서귀포시,산방산,202204,65919.0,444639.0
7,제주특별자치도,서귀포시,산방산,202205,87288.0,444639.0
7,제주특별자치도,서귀포시,산방산,202206,37356.0,444639.0
7,제주특별자치도,서귀포시,산방산,202207,35643.0,444639.0
7,제주특별자치도,서귀포시,산방산,202208,38811.0,444639.0
7,제주특별자치도,서귀포시,산방산,202209,26577.0,444639.0
7,제주특별자치도,서귀포시,산방산,202210,55932.0,444639.0
7,제주특별자치도,서귀포시,산방산,202211,39456.0,444639.0
7,제주특별자치도,서귀포시,산방산,202212,11682.0,444639.0
7,제주특별자치도,서귀포시,산방산,202301,0.0,444639.0
7,제주특별자치도,서귀포시,산방산,202302,0.0,444639.0
7,제주특별자치도,서귀포시,산방산,202303,0.0,444639.0
7,제주특별자치도,서귀포시,산방산,202304,0.0,444639.0
7,제주특별자치도,서귀포시,산방산,202305,0.0,444639.0
7,제주특별자치도,서귀포시,산방산,202306,0.0,444639.0
7,제주특별자치도,서귀포시,산방산,202307,0.0,444639.0
7,제주특별자치도,서귀포시,산방산,202308,0.0,444639.0
8,제주특별자치도,제주시,만장굴관광지,202203,21917.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202204,30133.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202205,28962.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202206,49085.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202207,70163.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202208,84129.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202209,41220.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202210,49982.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202211,34109.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202212,29663.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202301,0.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202302,0.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202303,0.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202304,0.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202305,0.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202306,0.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202307,0.0,439363.0
8,제주특별자치도,제주시,만장굴관광지,202308,0.0,439363.0
9,제주특별자치도,서귀포시,천제연폭포,202203,27703.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202204,38417.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202205,42876.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202206,38258.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202207,32911.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202208,35834.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202209,32282.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202210,48070.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202211,35167.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202212,22849.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202301,0.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202302,0.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202303,0.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202304,0.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202305,0.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202306,0.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202307,0.0,354367.0
9,제주특별자치도,서귀포시,천제연폭포,202308,0.0,354367.0
10,제주특별자치도,서귀포시,카멜리아힐,202203,43376.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202204,68944.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202205,92399.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202206,108112.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202207,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202208,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202209,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202210,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202211,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202212,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202301,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202302,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202303,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202304,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202305,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202306,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202307,0.0,312831.0
10,제주특별자치도,서귀포시,카멜리아힐,202308,0.0,312831.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202203,41938.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202204,65716.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202205,86111.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202206,99782.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202207,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202208,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202209,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202210,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202211,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202212,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202301,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202302,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202303,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202304,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202305,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202306,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202307,0.0,293547.0
11,제주특별자치도,서귀포시,한화아쿠아플라넷제주,202308,0.0,293547.0
12,제주특별자치도,서귀포시,마라해양도립공원,202203,45767.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202204,100384.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202205,93405.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202206,53194.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202207,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202208,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202209,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202210,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202211,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202212,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202301,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202302,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202303,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202304,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202305,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202306,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202307,0.0,292750.0
12,제주특별자치도,서귀포시,마라해양도립공원,202308,0.0,292750.0
13,제주특별자치도,제주시,제주돌문화공원,202203,10495.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202204,17372.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202205,27416.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202206,20684.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202207,12564.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202208,9471.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202209,14257.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202210,26610.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202211,21977.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202212,8369.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202301,0.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202302,0.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202303,0.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202304,0.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202305,0.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202306,0.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202307,0.0,169215.0
13,제주특별자치도,제주시,제주돌문화공원,202308,0.0,169215.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202203,6664.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202204,11552.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202205,17613.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202206,16704.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202207,19573.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202208,23736.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202209,12759.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202210,20469.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202211,15345.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202212,4612.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202301,0.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202302,0.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202303,0.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202304,0.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202305,0.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202306,0.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202307,0.0,149027.0
14,제주특별자치도,서귀포시,서귀포자연휴양림,202308,0.0,149027.0
15,제주특별자치도,제주시,민속자연사박물관,202203,5800.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202204,9173.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202205,11462.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202206,16124.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202207,14081.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202208,14706.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202209,12841.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202210,15868.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202211,16204.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202212,12582.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202301,0.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202302,0.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202303,0.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202304,0.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202305,0.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202306,0.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202307,0.0,128841.0
15,제주특별자치도,제주시,민속자연사박물관,202308,0.0,128841.0
16,제주특별자치도,서귀포시,이중섭미술관,202203,6624.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202204,9749.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202205,13370.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202206,12785.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202207,14686.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202208,14139.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202209,9181.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202210,15591.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202211,11256.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202212,10352.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202301,0.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202302,0.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202303,0.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202304,0.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202305,0.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202306,0.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202307,0.0,117733.0
16,제주특별자치도,서귀포시,이중섭미술관,202308,0.0,117733.0
17,제주특별자치도,제주시,제주현대미술관,202203,7903.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202204,8138.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202205,10311.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202206,10640.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202207,13017.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202208,14720.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202209,12190.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202210,15633.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202211,7561.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202212,10262.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202301,0.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202302,0.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202303,0.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202304,0.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202305,0.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202306,0.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202307,0.0,110375.0
17,제주특별자치도,제주시,제주현대미술관,202308,0.0,110375.0
18,제주특별자치도,제주시,해녀 박물관,202203,3554.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202204,4999.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202205,7131.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202206,9131.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202207,11387.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202208,11543.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202209,38761.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202210,8419.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202211,7274.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202212,5475.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202301,0.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202302,0.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202303,0.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202304,0.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202305,0.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202306,0.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202307,0.0,107674.0
18,제주특별자치도,제주시,해녀 박물관,202308,0.0,107674.0
19,제주특별자치도,서귀포시,박물관은살아있다,202203,11390.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202204,16187.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202205,20790.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202206,24822.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202207,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202208,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202209,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202210,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202211,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202212,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202301,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202302,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202303,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202304,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202305,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202306,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202307,0.0,73189.0
19,제주특별자치도,서귀포시,박물관은살아있다,202308,0.0,73189.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202203,4069.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202204,5814.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202205,6314.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202206,6458.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202207,7877.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202208,9356.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202209,5891.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202210,7550.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202211,6900.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202212,6571.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202301,0.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202302,0.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202303,0.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202304,0.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202305,0.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202306,0.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202307,0.0,66800.0
20,제주특별자치도,제주시,제주도립 김창열미술관,202308,0.0,66800.0
21,제주특별자치도,제주시,도립미술관,202203,2679.0,57146.0
21,제주특별자치도,제주시,도립미술관,202204,3218.0,57146.0
21,제주특별자치도,제주시,도립미술관,202205,5101.0,57146.0
21,제주특별자치도,제주시,도립미술관,202206,6699.0,57146.0
21,제주특별자치도,제주시,도립미술관,202207,9313.0,57146.0
21,제주특별자치도,제주시,도립미술관,202208,9292.0,57146.0
21,제주특별자치도,제주시,도립미술관,202209,3509.0,57146.0
21,제주특별자치도,제주시,도립미술관,202210,3971.0,57146.0
21,제주특별자치도,제주시,도립미술관,202211,4754.0,57146.0
21,제주특별자치도,제주시,도립미술관,202212,8610.0,57146.0
21,제주특별자치도,제주시,도립미술관,202301,0.0,57146.0
21,제주특별자치도,제주시,도립미술관,202302,0.0,57146.0
21,제주특별자치도,제주시,도립미술관,202303,0.0,57146.0
21,제주특별자치도,제주시,도립미술관,202304,0.0,57146.0
21,제주특별자치도,제주시,도립미술관,202305,0.0,57146.0
21,제주특별자치도,제주시,도립미술관,202306,0.0,57146.0
21,제주특별자치도,제주시,도립미술관,202307,0.0,57146.0
21,제주특별자치도,제주시,도립미술관,202308,0.0,57146.0
22,제주특별자치도,서귀포시,감귤박물관,202203,2814.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202204,3304.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202205,7271.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202206,7904.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202207,5982.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202208,6869.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202209,4356.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202210,5372.0,56965.0
22,제주특별자치도,서귀포시,감귤박물관,202211,6434.0,56965.0
